system:index,Aspect,Class,Elevation,LULC,NDVI,Population,Rainfall,Slope,.geo
1_000000000000000005a3_0,101.16841,1,771,10,0.6143977,0.18225223,16059.55914399348,39.88691,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005a4_0,157.57333,1,856,10,0.3959495,0.17044772,16059.55914399348,27.715973,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c93_0,227.42699,1,1380,30,0.35416132,0.9279317,14532.478196885437,34.75688,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cc4_0,65.59461,1,1652,10,0.6318608,0.48204324,15325.63770819828,40.758244,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cf2_0,176.92657,1,1848,30,0.43291733,1.2190999,15077.815254231915,45.603706,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d58_0,22.93248,1,757,60,0.14822741,2.7690744,10612.144840598688,35.110245,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d59_0,32.079098,1,753,60,0.26436782,2.3844597,10612.144840598688,27.285984,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d5a_0,52.94551,1,764,30,0.09330144,1.3668025,10612.144840598688,31.7111,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d68_0,119.21587,1,1435,30,0.24602203,3.8308635,15422.907532228157,43.88383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000070a_0,342.52502,1,2076,10,0.6972094,0.6311083,13864.474736711476,31.423117,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000070b_0,10.221464,1,1626,10,0.73627687,0.69142383,13864.474736711476,35.895077,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000721_0,64.44562,1,1838,30,0.43984476,1.2968968,15361.374368002638,26.005255,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000073f_0,191.43822,1,2082,30,0.39889196,0.48895505,15337.042886732146,42.76525,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000759_0,280.00485,1,2412,10,0.6523327,0.53103316,13251.491379130632,48.191933,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000075a_0,110.51384,1,2251,60,0.1898585,1.2273269,11948.782311145216,32.891136,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000075c_0,107.21713,1,2250,10,0.48041567,1.2285364,11948.782311145216,35.411472,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000075d_0,113.79729,1,1317,30,0.56992674,1.4835914,11948.782311145216,31.038387,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000075e_0,126.53355,1,1350,30,0.4511173,1.428617,11948.782311145216,29.728594,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000075f_0,153.42616,1,1308,60,0.066933066,1.3293335,11948.782311145216,31.60795,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000760_0,111.847145,1,1256,60,0.075779036,1.3479851,11948.782311145216,33.124516,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000081f_0,312.42252,1,1653,10,0.20710059,0.8009861,13864.474736711476,34.833847,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000820_0,309.4034,1,1933,10,0.52175164,0.7507101,13864.474736711476,34.549004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000821_0,357.9063,1,2045,10,0.72899157,0.68529946,13864.474736711476,26.663795,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000822_0,4.0517054,1,1709,10,0.3137255,0.8147169,13864.474736711476,27.443148,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003a_0,154.12279,1,1779,60,0.27659133,0.69359905,19515.705305155367,37.07669,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000016c_0,230.98692,1,1870,30,0.43851507,1.8579769,17265.550235695962,29.498499,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000016d_0,221.47505,1,1845,10,0.5501277,1.9265571,17265.550235695962,34.659008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000019e_0,244.99652,1,1454,60,0.37096125,1.955515,17250.250416415744,36.042343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000418_0,149.75732,1,1601,30,0.33660427,0.8679399,17250.250416415744,51.04108,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000419_0,164.44841,1,1607,30,0.5260604,0.3910147,17250.250416415744,45.706734,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a47_0,201.2172,1,1722,30,0.25059792,2.3226194,14779.88043363532,31.289957,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a4a_0,153.42026,1,1625,30,0.17637753,1.9333513,14181.763604695443,37.894848,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a51_0,234.00865,1,1341,30,0.31086823,1.8402497,14181.763604695443,45.544853,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a9f_0,158.10452,1,1478,10,0.5178506,2.9913561,15865.385202430189,28.406008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000acf_0,202.22615,1,1727,30,0.4730518,1.1419897,16945.124545585364,32.19187,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ae5_0,119.43592,1,1311,10,0.535919,2.195044,16662.836565417703,37.1473,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000abd_0,121.22263,1,1927,10,0.13010381,0.9775675,17229.699070842937,36.850994,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000113_0,290.8913,1,1140,60,0.098955564,1.1795954,18913.09255988914,59.898983,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c8f_0,220.84653,1,1796,10,0.6968967,0.9345875,14532.478196885437,32.699554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c90_0,249.9413,1,1693,10,0.40017986,1.0947472,14532.478196885437,18.282486,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000089b_0,213.45949,1,1616,30,0.20542635,1.2435082,15188.910894542933,29.366367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ae2_0,142.61539,1,1380,30,0.2717461,2.1582615,15772.826636304148,39.177002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000357_0,171.95248,1,1801,10,0.6318159,0.7966785,17197.912096183747,33.18271,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000116_0,134.21207,1,901,30,0.5008307,2.9871361,17258.27304633148,37.454823,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000117_0,153.1683,1,909,30,0.5292583,2.9871361,17258.27304633148,34.58058,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000118_0,166.26227,1,903,30,0.35714287,3.170308,17258.27304633148,31.657413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000012b_0,180.0,1,1524,30,0.3281532,1.6811346,16731.477821848355,12.769178,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000019c_0,202.62917,1,1490,30,0.5182429,1.8687774,17120.0698750905,33.68114,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000019d_0,189.36967,1,1435,10,0.7187552,1.8433475,17120.0698750905,38.22113,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000034c_0,174.75914,1,2084,10,0.5485362,0.8379612,17197.912096183747,31.025307,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000034d_0,129.45416,1,2087,30,0.33015218,0.8499011,17197.912096183747,34.520187,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000034e_0,124.90965,1,2066,60,0.2236368,0.77923524,17197.912096183747,40.317524,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000350_0,162.42409,1,2078,10,0.38370547,0.8671556,17197.912096183747,23.00178,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000038a_0,154.84,1,1513,10,0.6385777,1.0399853,16731.477821848355,49.297344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000038b_0,158.40749,1,1518,10,0.6300602,1.0399853,16731.477821848355,34.852566,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ada_0,194.33359,1,1880,30,0.49516907,1.3183782,16945.124545585364,27.381632,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001203_0,182.54979,1,3700,100,0.2028136,0.06326108,14746.14789355913,39.57014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001204_0,192.45123,1,3684,100,0.20873556,0.0640416,14746.14789355913,30.828604,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001205_0,185.55927,1,3685,100,0.18018839,0.06463931,14746.14789355913,29.650671,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e7f_0,105.11401,1,1742,60,0.2897428,0.425341,7219.110208157508,62.544106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a42_0,123.199684,1,816,10,0.18232484,2.2665865,14249.573322208598,30.594584,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000813_0,235.82104,1,1004,30,0.4025883,2.363613,15865.385202430189,29.954987,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a28_0,123.505196,1,1691,10,0.633678,1.2556329,16360.911978239194,14.784661,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a29_0,190.35504,1,1590,50,0.203657,1.1574708,16360.911978239194,27.027468,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a2a_0,234.50809,1,1393,10,0.5905865,2.2952008,16205.935894049704,30.349627,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a98_0,7.8818808,1,1692,10,0.65355164,0.651862,16360.911978239194,55.78803,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a99_0,346.7711,1,1906,10,0.69632894,0.64757353,16360.911978239194,41.391003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a9c_0,302.09604,1,1008,10,0.5764018,1.7014042,16741.996776025742,39.44005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000aba_0,195.07552,1,868,10,0.402176,1.914578,14517.597346898168,35.15012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000113c_0,206.69292,1,953,10,0.63974434,2.9015257,14880.22740936838,33.11539,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000113d_0,216.12422,1,975,30,0.3431103,2.9015257,14880.22740936838,31.85123,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000113e_0,222.7873,1,988,30,0.32963306,2.9015257,14880.22740936838,25.885954,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000aa8_0,202.3503,1,1987,30,0.15546176,1.5200396,14533.716372773051,30.010168,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000002fb_0,236.97166,1,1084,10,0.5914556,1.7705977,19923.907864985173,36.593334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000483_0,135.47931,1,1555,50,0.2858608,1.4668442,22141.882073283195,46.243496,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000927_0,204.28029,1,1761,30,0.14064969,0.50056463,14901.725731745479,44.32536,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000552_0,245.66411,1,2043,10,0.6279867,0.69423825,18695.30787502043,39.520382,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006eb_0,226.06721,1,964,30,0.27993593,2.1941323,14181.763604695443,40.02813,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006f2_0,140.29501,1,927,30,0.2655019,2.224335,14181.763604695443,32.261356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006f3_0,125.50071,1,905,30,0.307545,2.224335,14181.763604695443,30.34425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006f5_0,49.483757,1,1071,30,0.4126612,2.420683,14181.763604695443,36.778656,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006f6_0,80.362175,1,1129,30,0.3385976,2.2172542,14181.763604695443,25.801403,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006f7_0,87.47189,1,1116,30,0.4385382,2.3818405,14181.763604695443,36.27795,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a4d_0,166.49675,1,1423,30,0.35397884,1.7267272,14181.763604695443,28.783655,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a4f_0,204.158,1,1029,30,0.42527908,2.42798,14763.48334221146,43.237755,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ab6_0,139.6687,1,1070,30,0.38155377,2.1767619,14763.48334221146,34.196915,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000abb_0,180.0,1,1865,10,0.4889868,2.1727815,16042.89564970322,32.923492,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ae1_0,139.66739,1,1414,30,0.4104021,2.0778434,15772.826636304148,34.19743,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ae3_0,138.2122,1,1375,30,0.26210946,1.9759809,15772.826636304148,39.52265,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ae4_0,157.25291,1,1377,30,0.3752074,1.9759809,16260.850940175587,43.466797,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000b27_0,72.601746,1,2080,10,0.6554717,0.69562495,16662.836565417703,30.77436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cf1_0,196.88698,1,1895,10,0.6297674,0.88263315,15077.815254231915,41.33799,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cf3_0,235.05548,1,1934,30,0.36851442,0.7948704,15077.815254231915,36.30852,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cf4_0,287.00464,1,1854,10,0.6915526,0.8141366,15077.815254231915,28.965576,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cf5_0,283.76947,1,1861,10,0.6577163,0.8141366,15077.815254231915,55.001682,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d04_0,231.87125,1,1344,10,0.6355067,0.7013412,17178.648217116483,31.090523,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d05_0,249.71033,1,1352,10,0.5746421,0.68066084,17178.648217116483,35.00089,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d51_0,147.23189,1,1281,30,0.3141609,2.8791142,17176.722946994472,43.329105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d60_0,166.50644,1,1464,30,0.17865056,5.7081428,14056.796536115697,38.040447,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d61_0,167.98694,1,1451,30,0.3378418,5.8236594,14056.796536115697,41.255993,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d75_0,130.50287,1,1699,30,0.525823,2.0274749,17167.95166307781,32.94417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d07_0,74.0824,1,1165,10,0.7278481,0.5708305,17178.648217116483,27.97819,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009f8_0,210.33269,1,839,30,0.40333164,2.5822246,16254.989488117397,28.541826,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009f9_0,246.15465,1,830,30,0.3481255,2.5822246,16254.989488117397,21.822168,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009fa_0,253.58157,1,847,30,0.3672488,2.5822246,14880.22740936838,18.964182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009fb_0,246.15465,1,856,30,0.41173816,2.7053463,14880.22740936838,21.822168,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001079_0,125.481346,1,840,10,0.53434855,1.8674647,17271.767399070784,34.88507,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000107a_0,180.0,1,1419,30,0.37535614,1.590751,15826.568181725219,30.919395,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000107b_0,178.24718,1,1193,30,0.37994304,2.1391406,16512.979282412678,30.931217,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000107c_0,155.63612,1,1100,10,0.5174251,1.6638803,15826.568181725219,35.40571,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000010c4_0,350.82513,1,405,10,0.28353658,2.0585856,17203.871778441593,24.661348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001116_0,294.8555,1,986,30,0.30373627,1.7151588,18000.501770189032,22.95905,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001136_0,210.33269,1,839,30,0.40333164,2.5822246,16254.989488117397,28.541826,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001137_0,246.15465,1,830,30,0.3481255,2.5822246,16254.989488117397,21.822168,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001138_0,253.58157,1,847,30,0.3672488,2.5822246,14880.22740936838,18.964182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001139_0,246.15465,1,856,30,0.41173816,2.7053463,14880.22740936838,21.822168,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000113a_0,246.15465,1,856,30,0.41173816,2.7053463,14880.22740936838,21.822168,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000113b_0,247.00758,1,867,30,0.4471278,2.7053463,14880.22740936838,26.441545,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001141_0,169.86378,1,1123,30,0.33167857,2.0441096,16512.979282412678,32.000786,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001142_0,167.58362,1,1143,30,0.34584615,2.0441096,16512.979282412678,30.825222,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001143_0,166.92429,1,1116,30,0.43288592,2.0212061,16512.979282412678,32.94839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001145_0,138.63293,1,1187,30,0.46171004,1.696366,15826.568181725219,37.829502,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000127_0,158.61952,1,1041,30,0.2546251,1.923214,19627.804938793182,24.32239,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000128_0,231.4874,1,1066,30,0.28496575,1.8341147,17258.27304633148,25.076763,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000012c_0,122.753525,1,1437,10,0.60106975,2.348548,16731.477821848355,25.581738,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000016a_0,214.94572,1,1025,60,0.43647847,2.6735582,17120.0698750905,33.879387,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000016b_0,213.30219,1,1015,60,0.34169593,2.6735582,17120.0698750905,30.981346,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000391_0,132.56128,1,1597,60,0.2702635,0.49869984,19515.705305155367,51.749027,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000456_0,171.11938,1,2635,30,0.54612416,0.2092389,17936.940586878918,25.414322,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ade_0,162.70815,1,1297,30,0.36989948,2.0120797,16260.850940175587,34.143616,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000adf_0,146.81276,1,1336,30,0.39591235,1.8659997,16260.850940175587,41.037243,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ae0_0,187.3303,1,1368,30,0.38745826,1.6788352,16260.850940175587,35.683304,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d4f_0,140.50737,1,1424,30,0.45335004,3.683467,16962.511178908404,40.69686,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d72_0,124.38222,1,1902,30,0.34402853,2.208113,15737.022489965893,37.738827,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d73_0,140.41772,1,1826,30,0.18181819,2.230862,15737.022489965893,43.38528,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d74_0,147.9398,1,1851,30,0.5151104,2.2006724,15737.022489965893,40.680275,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006f8_0,156.98824,1,1090,30,0.13407344,2.3206227,15361.374368002638,29.37051,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006f9_0,248.33397,1,1336,10,0.25030527,1.4039545,15361.374368002638,21.534893,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006fa_0,256.05618,1,1721,10,0.76770014,1.3907895,15361.374368002638,31.157028,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000194_0,19.07832,1,1966,10,0.8204035,2.2509162,17107.48288619984,31.65921,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001a8_0,179.03203,1,2683,10,0.60905194,0.7517495,17107.48288619984,47.32754,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000003a1_0,262.25742,1,1835,30,0.44114763,1.3901653,17107.48288619984,35.789246,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000003a2_0,271.15067,1,1806,30,0.59768504,1.4521784,17107.48288619984,38.872513,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000003a3_0,227.49797,1,1307,60,0.35095805,2.0568995,17250.250416415744,33.856873,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000003a4_0,221.12045,1,1348,30,0.35732242,2.0452552,17250.250416415744,36.94651,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000003a5_0,237.53374,1,1366,30,0.42649052,2.0452552,17250.250416415744,28.493382,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000003a6_0,216.49872,1,1256,30,0.48037094,2.1988835,17250.250416415744,27.635193,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000003e5_0,214.63554,1,1897,30,0.23157546,0.16639197,17296.82175750844,49.255657,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d4c_0,178.6555,1,1289,30,0.47769186,1.887866,15654.007836638018,37.855316,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000007db_0,171.75627,1,4423,30,0.14153025,0.0052842475,12262.567122251712,37.55196,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000007dc_0,144.79733,1,4491,60,0.060316294,0.00538882,12262.567122251712,36.241413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000002ec_0,242.71867,1,1449,60,0.42775476,1.2067125,19923.907864985173,26.309368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000002ed_0,281.53146,1,1346,60,0.32787582,1.2761971,19923.907864985173,25.913313,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000506_0,211.64719,1,954,30,0.42087078,2.1352615,15711.851684984867,22.701517,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000507_0,206.78802,1,1012,30,0.32329288,2.0511756,15711.851684984867,40.440735,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000508_0,217.57216,1,970,30,0.5255348,2.4078305,15711.851684984867,43.828705,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000509_0,235.75652,1,864,30,0.56155735,1.3299235,16098.076413983945,40.794987,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000050a_0,226.86511,1,889,10,0.5448473,0.89838225,16098.076413983945,40.44225,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e30_0,260.533,1,1246,30,0.47138715,0.58984286,14413.313520025462,34.563965,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e3c_0,252.22952,1,1631,60,0.24206111,0.57975715,14413.313520025462,46.68942,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e3d_0,248.11809,1,1194,30,0.4557772,0.6256162,14413.313520025462,57.399696,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e86_0,202.81558,1,1289,30,0.49953917,0.2899088,9695.910808156099,43.48116,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000014a_0,230.4633,1,1364,10,0.69127876,1.5177567,16731.477821848355,35.45195,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000017f_0,240.6312,1,1721,30,0.52150744,1.3272786,17273.79068094492,24.801792,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000002dd_0,55.836082,1,902,10,0.66739094,1.1252911,17770.036906729685,33.54458,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000505_0,219.54797,1,1006,10,0.50599295,2.5142603,17212.51566161588,28.626867,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bdd_0,207.26245,1,444,10,0.45609388,0.4816759,19104.18250158988,65.410805,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c88_0,259.71872,1,1921,10,0.5295174,0.3413133,15325.63770819828,39.22402,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c8a_0,243.85335,1,1982,30,0.4615177,0.31311667,15325.63770819828,48.712265,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c99_0,193.9042,1,1957,10,0.7145612,1.426562,15077.815254231915,34.361694,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cd3_0,133.10858,1,1806,30,0.4099067,0.727307,15325.63770819828,41.991398,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cd5_0,124.14275,1,1778,50,0.54208755,0.727307,15325.63770819828,20.553337,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000aa9_0,262.3164,1,1640,10,0.6072695,1.4669302,14533.716372773051,47.456825,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000aaa_0,313.5672,1,1621,10,0.52105075,1.5294785,14533.716372773051,53.242435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001086_0,248.61409,1,2839,60,0.2632364,0.2145742,14769.028109003702,41.600525,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001228_0,215.24622,1,2853,60,0.29239765,0.16743024,14769.028109003702,46.4118,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001206_0,219.86069,1,3548,60,0.06102495,0.10313559,14746.14789355913,35.641083,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbf_0,234.60109,1,1468,60,0.5244707,1.0397208,13420.326400723956,34.93943,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e00_0,149.39554,1,1066,30,0.43517956,0.42335594,18095.51282417029,52.382927,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e45_0,230.32887,1,1444,60,0.17732477,0.786193,13420.326400723956,39.057343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e46_0,209.12167,1,1410,60,0.2932933,0.72452486,13420.326400723956,45.54371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001052_0,247.4493,1,759,30,0.49691775,1.4149901,16995.56532666646,18.659014,"{""type"":""MultiPoint"",""coordinates"":[]}"
